Rk,Name,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP,Year,Team,Wins,Losses,Previous TS%,Previous TRB%,Previous AST%,Previous BPM,Previous VORP,Previous WS,Previous WS/48,Rookie,Previous VORP Team Rank,Previous TS% Team Rank,Previous TRB% Team Rank,Previous AST% Team Rank,Previous BPM Team Rank,Previous WS Team Rank,Previous WS/48 Team Rank,Top 5 Previous VORP Team Rank,Top 5 Previous TS% Team Rank,Top 5 Previous TRB% Team Rank,Top 5 Previous AST% Team Rank,Top 5 Previous BPM Team Rank,Top 5 Previous WS Team Rank,Top 5 Previous WS/48 Team Rank
2,Amir Johnson,25,81,2325,17.3,0.591,0.021,0.309,11.4,20.0,15.6,8.7,1.8,3.8,14.5,16.1,,4.4,2.9,7.3,0.151,,0.0,1.0,1.0,1.8,2013,TOR,34,48,0.6,15.4,8.7,-0.5,0.6,4.0,0.122,False,8.0,1.0,3.0,11.0,8.0,4.0,4.0,False,True,True,False,False,True,True
3,Kyle Lowry,26,68,2020,17.5,0.5429999999999999,0.448,0.384,3.2,15.9,9.5,34.6,2.5,1.0,17.7,20.3,,3.5,2.1,5.6,0.133,,2.0,0.9,2.9,2.5,2013,TOR,34,48,0.5579999999999999,8.2,32.3,4.1,2.3,4.9,0.156,False,2.0,2.0,10.0,2.0,1.0,3.0,1.0,True,True,False,True,True,True,True
4,Alan Anderson,30,65,1495,12.6,0.509,0.463,0.239,2.7,9.2,5.9,11.7,1.7,0.4,10.5,23.6,,0.8,0.8,1.6,0.052000000000000005,,-0.5,-1.3,-1.8,0.1,2013,TOR,34,48,0.519,4.3,9.5,-3.0,-0.1,0.3,0.032,False,13.0,9.0,15.0,10.0,14.0,15.0,15.0,False,False,False,False,False,False,False
5,Jonas Valančiūnas,20,62,1482,15.6,0.619,0.0,0.505,9.6,20.5,14.9,5.0,0.6,4.2,17.4,16.9,,2.5,1.5,3.9,0.127,,-1.1,0.0,-1.2,0.3,2013,TOR,34,48,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,16.0,16.0,16.0,16.0,16.0,16.0,16.0,False,False,False,False,False,False,False
6,José Calderón,31,45,1273,19.2,0.594,0.462,0.131,1.3,8.7,5.0,43.7,1.2,0.4,15.1,18.1,,4.0,0.5,4.4,0.16699999999999998,,5.0,-1.4,3.6,1.8,2013,TOR,34,48,0.547,5.2,44.2,1.7,1.7,5.1,0.136,False,3.0,3.0,14.0,1.0,4.0,2.0,3.0,True,True,False,True,True,True,True
7,Terrence Ross,21,73,1239,10.4,0.491,0.429,0.092,3.3,10.6,6.9,7.2,1.8,0.9,9.2,19.6,,0.0,0.8,0.9,0.034,,-1.7,-0.7,-2.5,-0.1,2013,TOR,34,48,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,17.0,17.0,17.0,17.0,17.0,17.0,17.0,False,False,False,False,False,False,False
8,Rudy Gay,26,33,1146,17.6,0.513,0.232,0.246,4.4,17.8,11.0,15.3,2.6,1.5,13.1,29.1,,0.3,1.4,1.6,0.068,,1.5,0.3,1.9,1.1,2013,TOR,34,48,0.521,10.1,10.8,1.9,2.4,6.0,0.12,False,1.0,7.0,6.0,9.0,3.0,1.0,6.0,True,False,False,False,True,True,False
9,Ed Davis,23,45,1087,18.1,0.57,0.0,0.301,10.2,22.8,16.4,8.8,1.2,2.8,10.5,18.3,,2.1,1.2,3.3,0.147,,0.7,-0.3,0.4,0.6,2013,TOR,34,48,0.544,16.7,6.5,-0.3,0.7,3.9,0.121,False,7.0,4.0,2.0,13.0,7.0,5.0,5.0,False,True,True,False,False,True,True
10,Landry Fields,24,51,1037,10.3,0.487,0.063,0.238,6.7,17.4,11.9,8.9,1.6,0.6,14.6,12.9,,0.3,0.8,1.1,0.052000000000000005,,-1.8,0.0,-1.8,0.1,2013,TOR,34,48,0.506,8.5,14.5,0.0,1.0,3.4,0.085,False,4.0,11.0,8.0,5.0,6.0,6.0,8.0,True,False,False,True,False,False,False
11,Andrea Bargnani,27,35,1003,11.2,0.482,0.289,0.181,3.0,12.3,7.6,6.6,1.1,1.8,10.5,23.8,,-0.5,0.6,0.1,0.006999999999999999,,-1.1,-1.6,-2.7,-0.2,2013,TOR,34,48,0.5379999999999999,9.8,11.6,1.1,0.8,2.2,0.104,False,6.0,5.0,7.0,7.0,5.0,8.0,7.0,False,True,False,False,True,False,False
12,John Lucas III,30,63,827,12.8,0.483,0.452,0.075,1.1,8.3,4.7,21.5,1.5,0.1,7.0,20.8,,0.7,0.3,1.1,0.061,,0.6,-1.2,-0.6,0.3,2013,TOR,34,48,0.496,5.8,25.8,2.9,0.9,2.2,0.14300000000000002,False,5.0,13.0,11.0,3.0,2.0,9.0,2.0,True,False,False,True,True,False,True
13,Aaron Gray,28,42,513,9.0,0.544,0.0,0.489,10.9,20.0,15.4,9.9,0.7,0.8,24.8,13.1,,0.2,0.4,0.5,0.05,,-3.9,-0.4,-4.3,-0.3,2013,TOR,34,48,0.526,20.3,5.5,-3.5,-0.3,1.4,0.08199999999999999,False,14.0,6.0,1.0,14.0,15.0,12.0,9.0,False,False,True,False,False,False,False
14,Mickaël Piétrus,30,19,386,6.0,0.472,0.653,0.184,1.5,9.7,5.5,3.5,1.7,1.2,13.1,14.7,,-0.3,0.2,0.0,-0.004,,-3.8,-0.9,-4.8,-0.3,2013,TOR,34,48,0.509,8.3,4.4,-1.8,0.0,1.2,0.063,False,11.0,10.0,9.0,15.0,11.0,13.0,11.0,False,False,False,False,False,False,False
15,Linas Kleiza,28,20,376,8.2,0.46,0.458,0.264,3.1,13.5,8.2,6.9,0.6,0.4,8.0,21.6,,-0.1,0.2,0.1,0.013,,-3.0,-2.4,-5.4,-0.3,2013,TOR,34,48,0.521,11.0,7.9,-2.0,0.0,1.5,0.066,False,12.0,8.0,5.0,12.0,12.0,10.0,10.0,False,False,True,False,False,False,False
16,Quincy Acy,22,29,342,15.9,0.632,0.027000000000000003,0.507,10.3,16.6,13.4,5.2,2.0,3.5,15.6,14.7,,0.7,0.4,1.1,0.157,,-1.0,1.0,0.1,0.2,2013,TOR,34,48,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,18.0,18.0,18.0,18.0,18.0,18.0,18.0,False,False,False,False,False,False,False
17,Dominic McGuire,27,15,230,7.5,0.462,0.0,0.188,5.6,19.5,12.4,6.4,1.2,2.8,16.8,8.4,,0.0,0.2,0.2,0.045,,-3.8,1.0,-2.8,0.0,2013,TOR,34,48,0.486,12.4,14.0,-0.8,0.3,1.5,0.062,False,9.0,15.0,4.0,6.0,9.0,11.0,12.0,False,False,True,False,False,False,False
18,Sebastian Telfair,27,13,185,10.7,0.416,0.597,0.194,0.6,9.8,5.1,32.5,2.6,0.4,14.1,19.6,,0.0,0.1,0.1,0.029,,-1.8,0.1,-1.7,0.0,2013,TOR,34,48,0.495,5.7,24.5,-1.3,0.1,1.1,0.058,False,10.0,14.0,12.0,4.0,10.0,14.0,13.0,False,False,False,True,False,False,False
1,Paul George,22,79,2972,16.8,0.531,0.399,0.233,3.4,19.0,11.3,19.6,2.6,1.3,15.2,23.5,,2.7,6.3,9.0,0.145,,1.5,2.3,3.8,4.4,2013,IND,49,32,0.555,10.6,13.6,3.4,2.7,6.0,0.14800000000000002,False,1.0,4.0,7.0,5.0,1.0,3.0,4.0,True,True,False,True,True,True,True
2,George Hill,26,76,2620,16.6,0.5579999999999999,0.405,0.245,2.0,9.9,6.0,23.4,1.6,0.7,10.7,18.8,,5.9,3.8,9.7,0.177,,2.2,1.1,3.3,3.5,2013,IND,49,32,0.557,6.7,18.8,2.3,1.4,4.0,0.152,False,5.0,3.0,11.0,2.0,3.0,5.0,3.0,True,True,False,True,True,True,True
3,David West,32,73,2435,20.1,0.545,0.019,0.312,6.8,18.8,12.9,16.8,1.6,2.1,12.0,24.4,,4.4,4.7,9.1,0.179,,2.4,1.5,4.0,3.7,2013,IND,49,32,0.531,12.6,13.1,1.8,1.8,5.9,0.147,False,3.0,7.0,4.0,6.0,4.0,4.0,5.0,True,False,True,False,True,True,True
4,Lance Stephenson,22,78,2278,11.8,0.53,0.314,0.192,2.3,12.3,7.4,16.2,1.9,0.5,14.4,15.2,,1.8,3.6,5.5,0.115,,-1.7,1.7,0.0,1.2,2013,IND,49,32,0.4,6.7,16.5,-3.7,-0.2,-0.3,-0.031,False,12.0,13.0,12.0,3.0,13.0,13.0,13.0,False,False,False,True,False,False,False
5,Roy Hibbert,26,79,2269,17.3,0.489,0.005,0.261,14.8,17.4,16.1,8.9,0.9,6.7,14.5,22.5,,1.3,4.9,6.1,0.129,,-1.7,1.4,-0.3,0.9,2013,IND,49,32,0.539,16.6,9.9,1.4,1.7,6.2,0.154,False,4.0,6.0,2.0,7.0,5.0,2.0,2.0,True,False,True,False,True,True,True
6,Tyler Hansbrough,27,81,1366,15.3,0.527,0.006999999999999999,0.737,13.4,17.0,15.2,4.4,1.1,1.0,12.6,20.6,,2.1,2.2,4.4,0.154,,-1.3,-0.7,-1.9,0.0,2013,IND,49,32,0.511,11.3,3.5,-1.8,0.1,3.9,0.129,False,8.0,8.0,6.0,12.0,8.0,6.0,7.0,False,False,False,False,False,False,False
7,Ian Mahinmi,26,80,1322,10.6,0.4970000000000001,0.006,0.52,9.9,16.2,13.1,3.3,1.6,3.7,18.5,17.1,,-0.4,2.6,2.3,0.083,,-4.7,1.4,-3.4,-0.5,2013,IND,49,32,0.585,14.3,1.7,-2.3,-0.1,3.4,0.14400000000000002,False,11.0,1.0,3.0,13.0,10.0,7.0,6.0,False,True,True,False,False,False,False
8,D.J. Augustin,25,76,1226,11.0,0.527,0.6459999999999999,0.337,1.9,6.3,4.1,21.6,1.5,0.2,16.8,15.1,,1.4,1.5,2.8,0.112,,-0.7,0.1,-0.6,0.5,2013,IND,49,32,0.493,4.4,38.9,-2.5,-0.2,0.5,0.018000000000000002,False,13.0,9.0,13.0,1.0,11.0,10.0,12.0,False,False,False,True,False,False,False
9,Gerald Green,27,60,1080,9.9,0.465,0.443,0.153,3.3,11.1,7.3,7.9,0.9,1.6,10.5,21.3,,-0.3,1.5,1.3,0.056,,-1.6,-0.3,-1.9,0.0,2013,IND,49,32,0.574,8.0,8.5,0.2,0.4,1.2,0.07200000000000001,False,6.0,2.0,10.0,9.0,6.0,9.0,9.0,False,True,False,False,False,False,False
10,Sam Young,27,56,693,7.5,0.464,0.35100000000000003,0.29100000000000004,4.3,15.3,9.9,9.4,1.2,0.9,16.5,13.2,,-0.2,1.1,0.9,0.062,,-3.5,0.8,-2.7,-0.1,2013,IND,49,32,0.419,10.0,6.0,-1.8,0.0,0.2,0.042,False,9.0,12.0,8.0,11.0,9.0,12.0,11.0,False,False,False,False,False,False,False
11,Orlando Johnson,23,51,619,11.4,0.523,0.522,0.17800000000000002,3.7,15.9,9.9,12.5,0.9,1.1,13.0,16.4,,0.5,1.0,1.5,0.115,,-0.5,0.7,0.2,0.3,2013,IND,49,32,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,14.0,14.0,14.0,14.0,14.0,14.0,14.0,False,False,False,False,False,False,False
12,Jeff Ayres,25,37,369,14.5,0.5329999999999999,0.032,0.183,8.9,22.2,15.7,7.2,0.9,2.4,14.5,19.7,,0.3,0.7,1.0,0.129,,-1.9,0.9,-1.0,0.1,2013,IND,49,32,0.435,17.5,6.3,-2.8,0.0,0.3,0.115,False,10.0,11.0,1.0,10.0,12.0,11.0,8.0,False,False,True,False,False,False,False
13,Ben Hansbrough,25,28,200,7.2,0.501,0.511,0.6,1.1,8.8,5.0,16.1,1.9,0.7,24.0,17.1,,-0.1,0.3,0.2,0.044,,-5.2,1.0,-4.2,-0.1,2013,IND,49,32,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,15.0,15.0,15.0,15.0,15.0,15.0,15.0,False,False,False,False,False,False,False
14,Danny Granger,29,5,74,4.0,0.35,0.28600000000000003,0.229,4.6,8.9,6.8,6.9,1.4,1.0,9.4,26.2,,-0.2,0.1,-0.1,-0.075,,-6.3,-2.4,-8.7,-0.1,2013,IND,49,32,0.542,8.4,9.7,2.9,2.5,6.7,0.155,False,2.0,5.0,9.0,8.0,2.0,1.0,1.0,True,True,False,False,True,True,True
15,Miles Plumlee,24,14,55,8.8,0.28600000000000003,0.0,0.19,24.8,19.9,22.3,5.7,0.0,4.0,11.6,21.4,,-0.1,0.1,0.0,-0.015,,-5.0,-2.9,-7.8,-0.1,2013,IND,49,32,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,16.0,16.0,16.0,16.0,16.0,16.0,16.0,False,False,False,False,False,False,False
16,Dominic McGuire,27,2,12,-6.0,0.0,0.0,0.667,9.5,9.1,9.3,11.5,0.0,0.0,0.0,14.7,,-0.1,0.0,-0.1,-0.239,,-9.1,-5.1,-14.2,0.0,2013,IND,49,32,0.486,12.4,14.0,-0.8,0.3,1.5,0.062,False,7.0,10.0,5.0,4.0,7.0,8.0,10.0,False,False,True,True,False,False,False
1,Luol Deng,27,75,2903,15.1,0.508,0.213,0.258,6.3,12.6,9.4,13.2,1.5,0.8,10.6,21.5,,3.0,3.3,6.3,0.105,,1.0,-0.3,0.8,2.0,2013,CHI,45,37,0.5,9.2,11.7,1.7,2.0,5.8,0.132,False,3.0,10.0,8.0,6.0,3.0,3.0,5.0,True,False,False,False,True,True,True
2,Carlos Boozer,31,79,2546,17.1,0.51,0.002,0.232,7.8,27.2,17.4,13.4,1.4,0.8,12.3,25.8,,1.4,4.3,5.7,0.108,,-0.3,0.2,-0.1,1.2,2013,CHI,45,37,0.5489999999999999,16.1,11.8,2.7,2.3,7.6,0.187,False,2.0,2.0,3.0,5.0,2.0,2.0,2.0,True,True,True,True,True,True,True
3,Joakim Noah,27,66,2426,18.1,0.534,0.008,0.376,12.2,22.6,17.3,17.6,1.7,4.4,19.3,17.2,,2.7,4.7,7.3,0.145,,0.6,2.7,3.4,3.3,2013,CHI,45,37,0.561,18.0,12.7,3.8,2.8,9.0,0.223,False,1.0,1.0,1.0,4.0,1.0,1.0,1.0,True,True,True,True,True,True,True
4,Jimmy Butler,23,82,2134,15.2,0.574,0.205,0.455,7.2,10.4,8.8,8.6,2.0,1.1,9.2,14.6,,4.4,2.6,7.0,0.158,,1.0,1.0,2.0,2.1,2013,CHI,45,37,0.526,8.7,5.7,-1.3,0.1,1.1,0.14400000000000002,False,9.0,4.0,9.0,11.0,8.0,12.0,4.0,False,True,False,False,False,False,True
5,Nate Robinson,28,82,2086,17.4,0.54,0.378,0.183,1.6,8.6,5.1,31.4,2.2,0.4,12.6,25.1,,3.5,2.4,5.9,0.136,,2.5,0.3,2.8,2.5,2013,CHI,45,37,0.534,4.8,31.8,0.4,0.7,2.8,0.111,False,5.0,3.0,13.0,1.0,5.0,6.0,6.0,True,True,False,True,True,False,False
6,Marco Belinelli,26,73,1882,10.4,0.513,0.362,0.275,0.8,7.8,4.3,12.9,1.3,0.2,10.7,18.7,,1.3,1.6,3.0,0.076,,-1.9,-0.4,-2.3,-0.1,2013,CHI,45,37,0.525,5.2,8.9,-1.2,0.4,2.9,0.071,False,6.0,5.0,12.0,8.0,7.0,5.0,11.0,False,True,False,False,False,True,False
7,Kirk Hinrich,32,60,1764,10.8,0.493,0.431,0.232,1.0,9.3,5.1,27.5,1.9,1.1,17.5,14.7,,1.0,2.1,3.1,0.085,,-2.0,1.2,-0.9,0.5,2013,CHI,45,37,0.511,4.8,16.3,-2.1,-0.1,1.8,0.069,False,12.0,8.0,14.0,3.0,12.0,7.0,12.0,False,False,False,True,False,False,False
8,Taj Gibson,27,65,1459,14.4,0.518,0.009000000000000001,0.297,9.7,17.5,13.6,7.1,1.0,4.7,13.2,18.1,,1.0,2.3,3.3,0.109,,-2.1,1.0,-1.1,0.3,2013,CHI,45,37,0.522,14.4,5.9,0.8,0.9,4.5,0.16699999999999998,False,4.0,7.0,4.0,10.0,4.0,4.0,3.0,True,False,True,False,True,True,True
9,Richard Hamilton,34,50,1088,10.6,0.481,0.109,0.162,1.7,7.2,4.4,19.9,1.2,0.3,14.2,25.0,,-0.6,0.9,0.4,0.016,,-2.8,-1.2,-4.0,-0.6,2013,CHI,45,37,0.5,5.3,21.0,-1.7,0.1,1.3,0.092,False,10.0,11.0,11.0,2.0,10.0,10.0,8.0,False,False,False,True,False,False,False
10,Nazr Mohammed,35,63,693,10.8,0.414,0.011,0.261,12.0,20.4,16.2,5.8,1.6,3.5,10.7,14.9,,0.0,1.2,1.2,0.08199999999999999,,-4.1,0.6,-3.6,-0.3,2013,CHI,45,37,0.477,14.0,3.1,-2.4,-0.1,1.3,0.09,False,13.0,12.0,5.0,12.0,13.0,11.0,9.0,False,False,True,False,False,False,False
11,Marquis Teague,19,48,392,6.0,0.412,0.204,0.142,0.9,12.1,6.4,25.6,1.2,1.3,22.6,18.2,,-0.7,0.4,-0.3,-0.031,,-5.5,0.0,-5.6,-0.4,2013,CHI,45,37,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,15.0,15.0,15.0,15.0,15.0,15.0,15.0,False,False,False,False,False,False,False
12,Daequan Cook,25,33,276,4.0,0.366,0.565,0.083,0.8,17.3,8.9,5.2,0.4,1.4,7.4,20.1,,-0.6,0.3,-0.3,-0.048,,-4.8,-2.0,-6.8,-0.3,2013,CHI,45,37,0.509,7.0,2.3,-1.3,0.2,1.6,0.078,False,8.0,9.0,10.0,14.0,9.0,8.0,10.0,False,False,False,False,False,False,False
13,Vladimir Radmanović,32,25,144,6.3,0.3720000000000001,0.628,0.07,7.9,14.5,11.2,8.6,3.0,2.1,13.6,16.4,,-0.2,0.3,0.1,0.02,,-6.6,1.2,-5.4,-0.1,2013,CHI,45,37,0.524,11.1,10.9,0.2,0.4,1.6,0.103,False,7.0,6.0,7.0,7.0,6.0,9.0,7.0,False,False,False,False,False,False,False
14,Malcolm Thomas,24,7,36,16.7,0.5579999999999999,0.0,0.444,15.8,19.4,17.5,9.3,3.0,2.1,15.7,16.3,,0.1,0.1,0.1,0.166,,-1.7,2.0,0.2,0.0,2013,CHI,45,37,0.129,11.5,8.1,-2.0,0.0,0.0,-0.028,False,11.0,14.0,6.0,9.0,11.0,14.0,14.0,False,False,False,False,False,False,False
15,Lou Amundson,30,1,2,0.0,0.0,0.0,0.0,56.7,0.0,28.7,0.0,0.0,0.0,0.0,23.0,,0.0,0.0,0.0,-0.274,,-4.7,-18.2,-22.8,0.0,2013,CHI,45,37,0.438,16.6,3.0,-4.0,-0.4,1.0,0.062,False,14.0,13.0,2.0,13.0,14.0,13.0,13.0,False,False,True,False,False,False,False
1,Monta Ellis,27,82,3076,16.2,0.493,0.228,0.26,1.5,9.8,5.5,27.1,2.8,0.9,13.7,26.3,,1.2,3.3,4.6,0.071,,0.3,0.3,0.6,2.1,2013,MIL,38,44,0.516,5.3,29.3,0.6,0.9,1.5,0.054000000000000006,False,7.0,8.0,13.0,3.0,7.0,9.0,13.0,False,False,False,True,False,False,False
2,Brandon Jennings,23,80,2897,16.1,0.51,0.37,0.225,2.1,7.2,4.6,29.1,2.2,0.3,12.9,23.7,,3.6,2.2,5.8,0.096,,1.7,-0.6,1.1,2.2,2013,MIL,38,44,0.514,5.3,26.7,2.7,2.8,5.5,0.114,False,1.0,9.0,14.0,4.0,1.0,2.0,7.0,True,False,False,True,True,True,False
3,Ersan İlyasova,25,73,2012,18.3,0.552,0.267,0.196,7.9,20.3,13.9,9.6,1.7,1.3,7.9,20.5,,4.1,2.5,6.7,0.159,,2.0,0.0,2.0,2.0,2013,MIL,38,44,0.5770000000000001,17.6,7.0,1.9,1.6,6.4,0.185,False,2.0,2.0,3.0,12.0,3.0,1.0,1.0,True,True,True,False,True,True,True
4,Mike Dunleavy,32,75,1943,13.6,0.5770000000000001,0.479,0.205,1.7,14.9,8.0,11.5,1.0,1.3,11.7,17.3,,2.7,1.7,4.4,0.109,,0.5,-0.2,0.4,1.2,2013,MIL,38,44,0.597,7.8,13.0,1.4,1.3,4.4,0.146,False,3.0,1.0,12.0,8.0,4.0,4.0,2.0,True,True,False,False,True,True,True
5,Larry Sanders,24,71,1937,18.7,0.523,0.003,0.225,12.0,25.8,18.6,6.8,1.4,7.6,11.6,16.9,,2.3,3.7,6.0,0.149,,-1.1,2.0,1.0,1.5,2013,MIL,38,44,0.463,13.7,7.8,-1.9,0.0,1.0,0.07200000000000001,False,10.0,14.0,5.0,10.0,11.0,11.0,10.0,False,False,True,False,False,False,False
6,Luc Mbah a Moute,26,58,1326,9.1,0.447,0.098,0.334,7.0,14.0,10.4,6.1,1.6,0.8,13.9,16.5,,-0.8,1.2,0.5,0.017,,-3.5,-0.6,-4.1,-0.7,2013,MIL,38,44,0.544,12.4,4.4,-1.1,0.2,2.4,0.112,False,9.0,6.0,7.0,14.0,10.0,8.0,8.0,False,False,False,False,False,False,False
7,Ekpe Udoh,25,76,1312,12.0,0.503,0.004,0.442,8.9,11.7,10.3,4.7,1.5,4.7,11.8,12.1,,1.1,1.5,2.7,0.098,,-2.8,1.1,-1.7,0.1,2013,MIL,38,44,0.493,10.1,5.5,-2.0,0.0,0.9,0.054000000000000006,False,11.0,11.0,9.0,13.0,13.0,12.0,14.0,False,False,False,False,False,False,False
8,Marquis Daniels,32,59,1085,9.2,0.4320000000000001,0.205,0.154,4.6,10.5,7.4,9.0,2.4,0.7,10.7,16.9,,-0.6,1.1,0.5,0.023,,-3.5,0.6,-2.9,-0.2,2013,MIL,38,44,0.395,8.0,15.5,-3.1,-0.1,0.1,0.008,False,15.0,16.0,11.0,7.0,15.0,16.0,16.0,False,False,False,False,False,False,False
9,John Henson,22,63,827,18.2,0.4970000000000001,0.009000000000000001,0.313,14.5,24.4,19.3,6.3,1.2,3.7,11.0,22.6,,0.6,1.2,1.9,0.109,,-0.7,-1.0,-1.7,0.1,2013,MIL,38,44,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,17.0,17.0,17.0,17.0,17.0,17.0,17.0,False,False,False,False,False,False,False
10,J.J. Redick,28,28,804,11.9,0.529,0.507,0.205,1.0,6.1,3.5,14.8,0.6,0.4,9.2,19.4,,1.0,0.3,1.3,0.078,,-0.5,-1.5,-2.0,0.0,2013,MIL,38,44,0.575,4.9,16.2,1.0,1.3,5.2,0.142,False,4.0,3.0,16.0,6.0,5.0,3.0,3.0,True,True,False,False,True,True,True
11,Samuel Dalembert,31,47,765,18.6,0.565,0.004,0.217,14.2,24.9,19.4,4.5,1.1,5.1,15.5,18.7,,0.9,1.2,2.2,0.13699999999999998,,-0.8,0.2,-0.6,0.3,2013,MIL,38,44,0.551,18.3,3.6,0.1,0.7,4.1,0.13699999999999998,False,8.0,5.0,1.0,15.0,8.0,5.0,5.0,False,True,True,False,False,True,True
12,Beno Udrih,30,39,719,13.6,0.521,0.206,0.139,2.5,9.5,5.8,30.4,1.1,0.2,17.3,18.5,,0.6,0.4,1.1,0.07,,-0.4,-1.1,-1.4,0.1,2013,MIL,38,44,0.488,5.2,32.2,-2.1,0.0,1.4,0.061,False,12.0,13.0,15.0,1.0,14.0,10.0,11.0,False,False,False,True,False,False,False
13,Tobias Harris,20,28,325,13.0,0.5379999999999999,0.183,0.226,5.4,13.7,9.4,6.4,1.2,1.6,12.5,19.4,,0.2,0.3,0.5,0.08,,-1.5,-0.6,-2.1,0.0,2013,MIL,38,44,0.54,11.6,7.4,-1.9,0.0,0.9,0.087,False,13.0,7.0,8.0,11.0,12.0,13.0,9.0,False,False,False,False,False,False,False
14,Doron Lamb,21,23,280,3.0,0.384,0.168,0.158,1.1,5.6,3.3,10.6,1.3,0.0,13.6,18.3,,-0.6,0.1,-0.4,-0.076,,-7.1,-1.8,-8.9,-0.5,2013,MIL,38,44,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,18.0,18.0,18.0,18.0,18.0,18.0,18.0,False,False,False,False,False,False,False
15,Gustavo Ayón,27,12,163,16.6,0.539,0.0,0.28600000000000003,12.7,26.7,19.4,11.6,2.8,1.8,16.0,15.0,,0.1,0.3,0.4,0.132,,-1.8,1.4,-0.5,0.1,2013,MIL,38,44,0.552,14.5,11.5,2.5,1.2,3.2,0.142,False,5.0,4.0,4.0,9.0,2.0,7.0,4.0,True,True,True,False,True,False,True
16,Drew Gooden,31,16,151,7.7,0.382,0.08199999999999999,0.262,8.9,13.3,11.0,6.1,1.7,2.9,11.7,22.2,,-0.3,0.2,-0.1,-0.034,,-6.1,-0.6,-6.7,-0.2,2013,MIL,38,44,0.512,13.6,16.5,1.0,1.1,3.6,0.116,False,6.0,10.0,6.0,5.0,6.0,6.0,6.0,False,False,False,True,False,False,False
17,Ish Smith,24,16,138,12.1,0.442,0.233,0.0,0.8,11.3,5.8,32.7,2.9,1.6,18.9,16.7,,0.0,0.2,0.1,0.049,,-3.0,1.8,-1.2,0.0,2013,MIL,38,44,0.413,8.8,31.1,-1.0,0.0,0.2,0.06,False,14.0,15.0,10.0,2.0,9.0,15.0,12.0,False,False,False,True,False,False,False
18,Joel Przybilla,33,12,68,3.3,0.205,0.0,0.5,7.6,26.2,16.6,7.6,0.7,2.1,45.0,5.7,,-0.1,0.1,0.0,-0.005,,-7.3,0.2,-7.1,-0.1,2013,MIL,38,44,0.4920000000000001,17.9,1.9,-5.5,-0.4,0.3,0.034,False,16.0,12.0,2.0,16.0,16.0,14.0,15.0,False,False,True,False,False,False,False
1,Greg Monroe,22,81,2687,19.5,0.527,0.004,0.371,9.9,23.6,16.7,18.6,2.1,1.6,16.0,24.8,,2.7,3.2,5.9,0.105,,1.5,0.4,1.8,2.6,2013,DET,29,53,0.563,18.3,14.0,2.9,2.6,7.0,0.161,False,1.0,1.0,1.0,5.0,1.0,1.0,1.0,True,True,True,True,True,True,True
2,Brandon Knight,21,75,2365,12.0,0.511,0.3720000000000001,0.256,2.6,9.6,6.0,21.3,1.3,0.3,17.3,22.8,,0.3,0.8,1.1,0.022,,-0.9,-1.9,-2.8,-0.5,2013,DET,29,53,0.511,5.9,20.8,-2.6,-0.3,1.3,0.029,False,7.0,6.0,9.0,4.0,7.0,7.0,9.0,False,False,False,True,False,False,False
3,Kyle Singler,24,82,2293,10.0,0.517,0.312,0.193,5.4,11.3,8.3,5.3,1.3,1.3,12.3,15.8,,1.1,1.2,2.3,0.048,,-2.2,-0.8,-3.0,-0.6,2013,DET,29,53,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,12.0,12.0,12.0,12.0,12.0,12.0,12.0,False,False,False,False,False,False,False
4,Rodney Stuckey,26,76,2171,13.0,0.505,0.243,0.364,2.2,9.1,5.6,20.3,1.2,0.6,13.4,21.0,,1.7,0.8,2.5,0.055,,-0.6,-1.3,-1.8,0.1,2013,DET,29,53,0.55,5.2,22.7,0.6,1.1,4.5,0.131,False,3.0,2.0,10.0,2.0,3.0,3.0,3.0,True,True,False,True,True,True,True
5,Jason Maxiell,29,72,1789,11.3,0.478,0.0,0.317,8.5,18.0,13.2,4.7,0.9,4.2,13.5,15.3,,0.1,1.7,1.8,0.047,,-3.3,-0.1,-3.4,-0.6,2013,DET,29,53,0.493,13.6,4.7,-3.2,-0.5,1.7,0.057,False,10.0,7.0,3.0,11.0,8.0,6.0,6.0,False,False,True,False,False,False,False
