Rk,Name,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP,Year,Team,Wins,Losses,Previous TS%,Previous TRB%,Previous AST%,Previous BPM,Previous VORP,Previous WS,Previous WS/48,Rookie,Previous VORP Team Rank,Previous TS% Team Rank,Previous TRB% Team Rank,Previous AST% Team Rank,Previous BPM Team Rank,Previous WS Team Rank,Previous WS/48 Team Rank,Top 5 Previous VORP Team Rank,Top 5 Previous TS% Team Rank,Top 5 Previous TRB% Team Rank,Top 5 Previous AST% Team Rank,Top 5 Previous BPM Team Rank,Top 5 Previous WS Team Rank,Top 5 Previous WS/48 Team Rank
17,Johnny Taylor,25,5,29,9.9,0.458,0.083,0.0,7.5,11.2,9.4,5.5,1.7,2.4,14.3,20.3,,0.0,0.0,0.0,0.028,,-4.1,-1.7,-5.8,0.0,2000,ORL,41,41,,,,,,,,,17.0,17.0,17.0,17.0,17.0,17.0,17.0,False,False,False,False,False,False,False
18,Kiwane Lemorris Garris,25,3,23,-3.9,0.2,0.1,0.0,0.0,4.7,2.4,12.2,0.0,0.0,9.1,20.1,,-0.1,0.0,-0.1,-0.223,,-7.8,-6.4,-14.3,-0.1,2000,ORL,41,41,,,,,,,,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,False,False,False,False,False,False,False
19,Earl Boykins,23,1,8,44.0,0.75,0.0,0.0,13.7,0.0,6.8,87.8,0.0,0.0,0.0,21.0,,0.1,0.0,0.1,0.5820000000000001,,19.0,2.8,21.8,0.0,2000,ORL,41,41,,,,,,,,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,False,False,False,False,False,False,False
1,Antoine Walker,23,82,3003,17.8,0.494,0.189,0.295,7.2,18.2,12.4,18.2,2.0,0.8,13.2,28.3,,2.3,2.7,5.0,0.08,,1.8,-1.1,0.7,2.1,2000,BOS,35,47,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True
2,Kenny Anderson,29,82,2593,17.4,0.524,0.223,0.257,2.3,7.9,4.9,26.7,2.7,0.2,10.6,20.5,,5.4,1.9,7.3,0.136,,1.7,0.1,1.8,2.5,2000,BOS,35,47,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,True,True,True,True,True,True,True
3,Paul Pierce,22,73,2583,19.8,0.55,0.255,0.409,3.5,14.6,8.7,14.6,3.0,1.8,12.1,24.8,,5.2,3.0,8.2,0.152,,3.0,0.9,3.9,3.9,2000,BOS,35,47,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,True,True,True,True,True,True,True
4,Adrian Griffin,25,72,1927,12.6,0.503,0.138,0.383,7.2,15.2,11.0,13.4,3.1,0.6,16.2,13.0,,1.8,2.1,3.9,0.098,,-0.9,1.4,0.6,1.3,2000,BOS,35,47,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,True,True,True,True,True,True,True
5,Vitaly Potapenko,24,79,1797,13.8,0.527,0.002,0.26,11.0,21.2,15.8,7.1,1.2,1.2,17.5,20.0,,1.0,1.5,2.5,0.066,,-1.8,-1.7,-3.5,-0.7,2000,BOS,35,47,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,True,True,True,True,True,True
6,Tony Battie,23,82,1505,15.1,0.515,0.017,0.329,10.9,20.6,15.5,6.7,1.6,3.5,11.3,17.1,,2.0,1.7,3.8,0.12,,-1.3,-0.1,-1.4,0.2,2000,BOS,35,47,,,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,False,False,False,False,False,False
7,Eric Williams,27,68,1378,11.8,0.531,0.187,0.438,4.3,8.8,6.5,10.3,1.6,0.9,12.5,16.6,,1.8,0.7,2.5,0.08800000000000001,,-1.0,-0.7,-1.7,0.1,2000,BOS,35,47,,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,False,False,False,False,False,False,False
8,Calbert Cheaney,28,67,1309,6.7,0.473,0.198,0.077,1.9,10.6,6.0,9.0,1.7,0.8,14.0,10.9,,0.0,0.8,0.8,0.029,,-3.8,0.1,-3.7,-0.6,2000,BOS,35,47,,,,,,,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,False,False,False,False,False,False,False
9,Dana Barros,32,72,1139,15.1,0.552,0.331,0.175,1.2,9.1,5.0,19.4,1.4,0.3,12.3,20.4,,2.0,0.5,2.4,0.103,,1.7,-1.4,0.3,0.7,2000,BOS,35,47,,,,,,,,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,False,False,False,False,False,False,False
10,Walter McCarty,25,61,879,7.2,0.451,0.478,0.235,4.1,10.5,7.1,11.6,1.4,1.9,20.9,15.8,,-0.7,0.6,-0.2,-0.009000000000000001,,-2.5,-1.0,-3.5,-0.3,2000,BOS,35,47,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,False,False,False,False
11,Danny Fortson,23,55,856,20.1,0.602,0.0,0.713,17.8,31.7,24.4,5.6,1.2,0.4,16.1,21.0,,2.5,1.0,3.5,0.194,,0.6,-1.9,-1.2,0.2,2000,BOS,35,47,,,,,,,,,11.0,11.0,11.0,11.0,11.0,11.0,11.0,False,False,False,False,False,False,False
12,Doug Overton,30,48,432,10.5,0.466,0.182,0.136,3.5,5.3,4.4,19.4,1.2,0.0,10.9,18.4,,0.3,0.1,0.4,0.047,,-1.6,-1.9,-3.5,-0.2,2000,BOS,35,47,,,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,False,False,False,False,False,False,False
13,Pervis Ellison,32,30,269,9.0,0.507,0.0,0.488,11.7,17.0,14.2,6.9,1.9,2.2,19.9,10.5,,0.2,0.3,0.5,0.08800000000000001,,-4.8,0.2,-4.6,-0.2,2000,BOS,35,47,,,,,,,,,13.0,13.0,13.0,13.0,13.0,13.0,13.0,False,False,False,False,False,False,False
14,Wayne Turner,23,3,41,-1.7,0.231,0.0,1.0,2.6,5.9,4.2,16.3,0.0,0.0,25.8,12.3,,-0.1,0.0,-0.1,-0.14800000000000002,,-8.0,-4.5,-12.5,-0.1,2000,BOS,35,47,,,,,,,,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,False,False,False,False,False,False,False
15,Jamel Thomas,26,3,19,17.7,0.527,0.1,0.1,0.0,12.7,6.0,20.6,0.0,0.0,8.7,26.1,,0.0,0.0,0.0,0.079,,1.7,-3.0,-1.3,0.0,2000,BOS,35,47,,,,,,,,,15.0,15.0,15.0,15.0,15.0,15.0,15.0,False,False,False,False,False,False,False
1,Stephon Marbury,22,74,2881,20.7,0.528,0.177,0.407,2.3,7.2,4.6,39.0,2.0,0.4,14.8,28.2,,6.1,1.2,7.4,0.123,,3.8,-1.3,2.4,3.2,2000,NJN,31,51,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True
2,Keith Van Horn,24,80,2782,18.1,0.537,0.181,0.313,7.7,19.7,13.5,10.3,1.2,1.5,14.6,26.8,,3.2,2.4,5.5,0.096,,1.2,-1.5,-0.3,1.2,2000,NJN,31,51,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,True,True,True,True,True,True,True
3,Kendall Gill,31,76,2355,15.2,0.465,0.08199999999999999,0.267,3.7,9.8,6.7,15.3,3.1,1.2,7.7,21.9,,1.6,2.1,3.7,0.076,,-0.7,0.7,0.0,1.2,2000,NJN,31,51,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,True,True,True,True,True,True,True
4,Jamie Feick,25,81,2241,12.3,0.477,0.006999999999999999,0.314,12.6,25.2,18.7,4.5,1.0,1.2,10.9,10.8,,2.6,2.3,4.8,0.103,,-0.9,-1.4,-2.3,-0.2,2000,NJN,31,51,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,True,True,True,True,True,True,True
5,Kerry Kittles,25,62,1896,16.1,0.535,0.344,0.182,2.6,10.9,6.6,12.7,2.2,0.7,6.9,19.0,,3.5,1.2,4.7,0.119,,1.7,0.0,1.6,1.7,2000,NJN,31,51,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,True,True,True,True,True,True
6,Johnny Newman,36,82,1763,13.6,0.5660000000000001,0.305,0.368,2.4,7.5,4.9,6.2,1.6,0.4,11.0,20.5,,2.9,0.6,3.5,0.095,,-0.6,-1.3,-1.9,0.1,2000,NJN,31,51,,,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,False,False,False,False,False,False
7,Lucious Harris,29,77,1510,13.3,0.506,0.248,0.214,3.8,10.2,6.9,10.7,2.2,0.3,7.7,16.2,,1.9,0.9,2.8,0.08900000000000001,,-0.4,0.0,-0.5,0.6,2000,NJN,31,51,,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,False,False,False,False,False,False,False
8,Scott Burrell,29,74,1336,14.2,0.511,0.5539999999999999,0.119,5.2,16.5,10.6,8.6,2.6,2.3,7.9,16.0,,1.7,1.5,3.2,0.115,,0.2,0.9,1.1,1.0,2000,NJN,31,51,,,,,,,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,False,False,False,False,False,False,False
9,Jim McIlvaine,27,66,1048,10.0,0.439,0.0,0.364,10.9,13.6,12.2,5.0,1.3,7.7,17.5,9.2,,0.3,1.2,1.5,0.068,,-4.5,2.4,-2.1,0.0,2000,NJN,31,51,,,,,,,,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,False,False,False,False,False,False,False
10,Elliot Perry,30,60,803,14.8,0.493,0.133,0.211,1.7,6.9,4.2,29.3,2.5,0.1,15.7,21.2,,0.5,0.4,0.9,0.055,,-0.6,-1.2,-1.8,0.0,2000,NJN,31,51,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,False,False,False,False
11,Evan Eschmeyer,24,31,373,11.8,0.534,0.0,0.417,11.5,21.0,16.1,8.7,1.1,3.9,19.8,12.7,,0.3,0.4,0.7,0.095,,-4.2,0.6,-3.5,-0.1,2000,NJN,31,51,,,,,,,,,11.0,11.0,11.0,11.0,11.0,11.0,11.0,False,False,False,False,False,False,False
12,Sherman Douglas,33,20,309,15.4,0.586,0.17800000000000002,0.311,4.5,6.0,5.2,18.2,2.9,0.0,19.0,18.2,,0.5,0.2,0.6,0.1,,0.1,0.2,0.3,0.2,2000,NJN,31,51,,,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,False,False,False,False,False,False,False
13,Gheorghe Mureșan,28,30,267,11.8,0.4920000000000001,0.0,0.422,9.6,19.0,14.1,5.6,0.0,3.1,13.0,20.5,,0.1,0.2,0.3,0.052000000000000005,,-4.4,-1.8,-6.2,-0.3,2000,NJN,31,51,,,,,,,,,13.0,13.0,13.0,13.0,13.0,13.0,13.0,False,False,False,False,False,False,False
14,Michael Cage,38,20,242,12.6,0.5329999999999999,0.0,0.125,14.6,22.8,18.6,5.3,1.7,2.3,13.6,5.4,,0.4,0.3,0.7,0.14,,-0.6,0.1,-0.4,0.1,2000,NJN,31,51,,,,,,,,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,False,False,False,False,False,False,False
15,Mark Hendrickson,25,5,24,5.5,0.266,0.0,2.0,4.5,4.8,4.6,16.6,0.0,0.0,0.0,3.5,,0.0,0.0,0.0,0.03,,-1.8,-2.3,-4.2,0.0,2000,NJN,31,51,,,,,,,,,15.0,15.0,15.0,15.0,15.0,15.0,15.0,False,False,False,False,False,False,False
1,Juwan Howard,26,82,2909,12.3,0.496,0.006,0.248,5.2,13.5,9.3,14.5,1.2,0.5,15.5,22.2,,0.5,1.3,1.9,0.031,,-1.4,-1.4,-2.8,-0.6,2000,WAS,29,53,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True
2,Mitch Richmond,34,74,2397,16.5,0.536,0.23,0.324,1.8,8.6,5.1,13.5,2.4,0.4,11.4,25.0,,3.8,1.4,5.2,0.104,,1.3,-0.2,1.1,1.9,2000,WAS,29,53,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,True,True,True,True,True,True,True
3,Rod Strickland,33,69,2188,17.1,0.485,0.028,0.4,3.8,9.9,6.8,38.9,2.2,0.6,17.3,22.0,,2.4,1.3,3.7,0.081,,1.8,-0.8,1.0,1.6,2000,WAS,29,53,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,True,True,True,True,True,True,True
4,Tracy Murray,28,80,1831,14.1,0.555,0.393,0.21,3.9,13.2,8.5,6.5,1.3,0.9,10.3,19.8,,2.9,0.9,3.8,0.101,,1.6,-1.0,0.6,1.2,2000,WAS,29,53,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,True,True,True,True,True,True,True
5,Chris Whitney,28,82,1627,15.6,0.5539999999999999,0.489,0.253,1.4,8.2,4.7,30.7,1.7,0.2,15.6,18.7,,3.3,0.6,4.0,0.117,,2.0,-0.9,1.1,1.2,2000,WAS,29,53,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,True,True,True,True,True,True
6,Aaron Williams,28,81,1545,17.7,0.5720000000000001,0.006999999999999999,0.447,11.7,18.9,15.2,6.2,1.4,4.3,12.9,17.8,,3.2,1.6,4.8,0.15,,0.0,0.4,0.3,0.9,2000,WAS,29,53,,,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,False,False,False,False,False,False
7,Jahidi White,23,80,1537,15.7,0.524,0.0,0.469,15.0,26.6,20.7,1.6,1.0,3.9,14.8,18.4,,1.3,1.9,3.2,0.101,,-1.6,-1.1,-2.7,-0.3,2000,WAS,29,53,,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,False,False,False,False,False,False,False
8,Richard Hamilton,21,71,1373,11.6,0.482,0.127,0.22,3.1,7.7,5.4,13.7,1.1,0.3,11.2,24.2,,0.4,0.3,0.7,0.024,,-1.4,-2.2,-3.7,-0.6,2000,WAS,29,53,,,,,,,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,False,False,False,False,False,False,False
9,Isaac Austin,30,59,1173,10.2,0.481,0.011,0.389,6.2,21.7,13.8,10.0,0.8,2.3,20.6,19.6,,-0.9,0.9,0.0,0.001,,-3.1,-0.1,-3.2,-0.4,2000,WAS,29,53,,,,,,,,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,False,False,False,False,False,False,False
10,Michael Smith,27,46,1145,14.5,0.611,0.005,0.526,12.0,21.4,16.6,7.3,1.2,1.4,16.0,10.9,,2.3,1.0,3.3,0.13699999999999998,,0.4,0.1,0.4,0.7,2000,WAS,29,53,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,False,False,False,False
11,Gerard King,27,62,1060,13.4,0.534,0.0,0.238,9.0,18.2,13.6,7.4,1.7,1.0,11.8,14.5,,1.4,0.9,2.3,0.103,,-0.8,-0.1,-0.9,0.3,2000,WAS,29,53,,,,,,,,,11.0,11.0,11.0,11.0,11.0,11.0,11.0,False,False,False,False,False,False,False
12,Don Reid,26,17,333,16.0,0.603,0.0,0.359,8.9,17.8,13.3,4.8,3.0,4.1,11.7,13.6,,0.7,0.5,1.2,0.16699999999999998,,-1.8,2.2,0.4,0.2,2000,WAS,29,53,,,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,False,False,False,False,False,False,False
13,Reggie Jordan,32,36,243,6.7,0.349,0.019,0.245,7.5,12.0,9.7,19.1,2.6,0.6,24.4,14.2,,-0.4,0.2,-0.2,-0.035,,-3.9,0.9,-3.0,-0.1,2000,WAS,29,53,,,,,,,,,13.0,13.0,13.0,13.0,13.0,13.0,13.0,False,False,False,False,False,False,False
14,Laron Profit,22,33,225,4.4,0.386,0.28800000000000003,0.16899999999999998,1.0,12.4,6.7,16.7,1.6,1.3,23.1,16.2,,-0.5,0.1,-0.3,-0.073,,-5.6,-0.2,-5.8,-0.2,2000,WAS,29,53,,,,,,,,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,False,False,False,False,False,False,False
15,Calvin Booth,23,11,143,11.9,0.403,0.0,0.304,11.9,13.8,12.9,7.6,1.1,7.1,10.3,18.0,,0.0,0.2,0.1,0.043,,-3.9,0.1,-3.8,-0.1,2000,WAS,29,53,,,,,,,,,15.0,15.0,15.0,15.0,15.0,15.0,15.0,False,False,False,False,False,False,False
16,Lorenzo Williams,30,8,76,16.1,0.778,0.0,0.0,18.0,19.9,18.9,2.0,2.0,5.7,25.0,7.0,,0.2,0.1,0.3,0.165,,0.1,1.5,1.6,0.1,2000,WAS,29,53,,,,,,,,,16.0,16.0,16.0,16.0,16.0,16.0,16.0,False,False,False,False,False,False,False
1,Reggie Miller,34,81,2987,17.3,0.603,0.388,0.39,2.0,6.8,4.5,10.2,1.5,0.6,9.6,20.5,,8.0,2.0,10.1,0.162,,3.0,-0.3,2.7,3.6,2000,IND,56,26,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True
2,Jalen Rose,27,80,2978,16.7,0.547,0.16399999999999998,0.257,1.6,12.5,7.3,18.4,1.5,1.1,12.4,23.2,,4.4,2.9,7.3,0.118,,1.2,0.2,1.4,2.5,2000,IND,56,26,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,True,True,True,True,True,True,True
3,Mark Jackson,34,81,2190,17.7,0.5379999999999999,0.388,0.172,3.4,11.5,7.6,45.0,1.8,0.3,22.1,16.3,,4.6,2.0,6.7,0.146,,3.5,-0.4,3.1,2.8,2000,IND,56,26,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,True,True,True,True,True,True,True
4,Dale Davis,30,74,2127,17.4,0.537,0.0,0.337,14.0,24.0,19.2,4.8,1.3,2.9,11.6,16.7,,3.8,3.3,7.1,0.161,,0.7,0.1,0.8,1.5,2000,IND,56,26,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,True,True,True,True,True,True,True
5,Austin Croshere,24,81,1885,16.7,0.5529999999999999,0.266,0.354,8.3,21.8,15.3,7.6,1.2,2.1,13.8,21.1,,2.8,2.6,5.4,0.138,,0.7,0.0,0.7,1.3,2000,IND,56,26,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,True,True,True,True,True,True
6,Rik Smits,33,79,1852,17.3,0.518,0.001,0.237,5.9,17.9,12.1,8.5,0.6,3.6,9.9,26.8,,1.6,2.2,3.8,0.099,,-1.3,-0.2,-1.5,0.2,2000,IND,56,26,,,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,False,False,False,False,False,False
7,Travis Best,27,82,1691,16.5,0.569,0.166,0.339,1.1,8.1,4.7,26.3,2.3,0.2,14.2,20.2,,3.5,1.6,5.1,0.145,,0.0,0.7,0.7,1.2,2000,IND,56,26,,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,False,False,False,False,False,False,False
8,Sam Perkins,38,81,1620,12.1,0.555,0.494,0.22,4.6,15.0,10.0,6.4,1.0,1.3,11.5,15.3,,1.9,1.6,3.5,0.103,,0.6,0.1,0.6,1.1,2000,IND,56,26,,,,,,,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,False,False,False,False,False,False,False
9,Al Harrington,19,50,854,10.8,0.524,0.129,0.42,6.4,14.2,10.4,7.1,1.5,0.7,17.2,20.1,,0.1,0.9,1.0,0.057,,-3.3,-0.1,-3.4,-0.3,2000,IND,56,26,,,,,,,,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,False,False,False,False,False,False,False
10,Derrick McKey,33,32,634,11.2,0.524,0.213,0.519,5.3,18.1,11.9,7.8,2.4,1.4,12.5,10.9,,0.7,0.9,1.6,0.123,,-1.4,2.3,0.8,0.5,2000,IND,56,26,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,False,False,False,False
11,Chris Mullin,36,47,582,15.4,0.59,0.588,0.219,2.8,11.5,7.3,10.0,2.5,1.0,12.0,18.2,,1.0,0.7,1.7,0.142,,1.8,1.6,3.4,0.8,2000,IND,56,26,,,,,,,,,11.0,11.0,11.0,11.0,11.0,11.0,11.0,False,False,False,False,False,False,False
12,Jonathan Bender,19,24,130,7.6,0.397,0.171,0.343,3.6,14.1,9.1,3.9,0.4,2.5,8.0,30.6,,-0.3,0.1,-0.2,-0.07400000000000001,,-7.5,-3.1,-10.6,-0.3,2000,IND,56,26,,,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,False,False,False,False,False,False,False
13,Žan Tabak,29,18,114,13.6,0.493,0.0,0.235,16.4,15.2,15.7,5.6,1.4,5.2,22.7,19.3,,0.0,0.2,0.1,0.054000000000000006,,-2.6,0.5,-2.1,0.0,2000,IND,56,26,,,,,,,,,13.0,13.0,13.0,13.0,13.0,13.0,13.0,False,False,False,False,False,False,False
14,Jeff Foster,23,19,86,25.6,0.632,0.043,1.087,16.3,25.1,20.9,9.4,3.0,0.8,5.6,19.0,,0.5,0.2,0.6,0.345,,2.8,1.7,4.4,0.1,2000,IND,56,26,,,,,,,,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,False,False,False,False,False,False,False
1,Anthony Mason,33,82,3133,14.4,0.56,0.002,0.637,5.3,19.4,12.5,18.3,1.2,0.6,15.9,14.4,,4.9,3.9,8.9,0.136,,0.1,0.7,0.8,2.2,2000,CHH,49,33,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True
2,Eddie Jones,28,72,2807,19.9,0.555,0.305,0.374,3.3,10.3,6.9,19.0,3.5,1.2,10.9,23.4,,5.7,4.4,10.1,0.172,,2.9,2.0,4.9,4.9,2000,CHH,49,33,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,True,True,True,True,True,True,True
3,David Wesley,29,82,2760,15.0,0.519,0.26,0.28800000000000003,1.6,7.4,4.6,28.2,2.0,0.3,12.9,20.1,,3.4,2.7,6.1,0.106,,0.4,-0.3,0.1,1.5,2000,CHH,49,33,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,True,True,True,True,True,True,True
4,Elden Campbell,31,78,2538,14.6,0.5,0.006999999999999999,0.4320000000000001,7.6,18.3,13.1,8.5,1.1,4.1,11.4,19.7,,1.7,3.9,5.5,0.105,,-1.5,0.6,-0.9,0.7,2000,CHH,49,33,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,True,True,True,True,True,True,True
5,Derrick Coleman,32,74,2347,18.9,0.541,0.14400000000000002,0.385,6.1,23.8,15.1,13.5,0.7,3.8,13.1,25.2,,2.7,3.8,6.5,0.133,,1.2,0.5,1.6,2.2,2000,CHH,49,33,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,True,True,True,True,True,True
6,Baron Davis,20,82,1523,12.9,0.486,0.256,0.353,3.6,8.4,6.1,32.6,3.3,0.9,21.9,18.9,,-0.1,2.2,2.1,0.065,,-2.0,1.2,-0.8,0.5,2000,CHH,49,33,,,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,False,False,False,False,False,False
7,Eddie Robinson,23,67,1112,16.4,0.569,0.01,0.166,5.6,12.8,9.3,5.2,2.2,1.6,8.6,18.3,,1.5,1.5,3.0,0.13,,0.4,0.2,0.6,0.7,2000,CHH,49,33,,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,False,False,False,False,False,False,False
8,Brad Miller,23,55,961,18.9,0.5579999999999999,0.006999999999999999,0.6659999999999999,13.5,20.6,17.1,7.8,1.2,2.5,11.2,19.9,,2.4,1.4,3.8,0.192,,0.7,-0.5,0.2,0.5,2000,CHH,49,33,,,,,,,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,False,False,False,False,False,False,False
9,Bobby Phills,30,28,825,14.6,0.524,0.272,0.194,2.4,7.2,4.8,17.2,2.5,0.7,11.7,22.4,,0.5,0.9,1.5,0.085,,-0.1,0.3,0.2,0.5,2000,CHH,49,33,,,,,,,,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,False,False,False,False,False,False,False
10,Ricky Davis,20,48,570,15.3,0.542,0.021,0.273,5.9,10.4,8.2,18.9,2.7,1.0,18.0,20.1,,0.3,0.8,1.1,0.092,,-0.6,0.3,-0.3,0.2,2000,CHH,49,33,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,False,False,False,False
11,Chucky Brown,31,33,494,8.9,0.447,0.046,0.138,5.6,14.7,10.2,8.3,1.2,1.1,9.5,16.2,,-0.1,0.6,0.4,0.041,,-3.9,-0.2,-4.1,-0.3,2000,CHH,49,33,,,,,,,,,11.0,11.0,11.0,11.0,11.0,11.0,11.0,False,False,False,False,False,False,False
12,Todd Fuller,25,41,399,9.6,0.461,0.0,0.434,10.4,20.4,15.5,2.0,1.2,1.4,15.7,19.4,,-0.3,0.5,0.2,0.029,,-4.7,-1.6,-6.3,-0.4,2000,CHH,49,33,,,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,False,False,False,False,False,False,False
13,Dale Ellis,39,24,240,4.2,0.46,0.603,0.069,2.9,7.3,5.2,5.0,1.5,0.0,17.9,13.6,,-0.2,0.2,0.0,-0.01,,-4.4,-1.3,-5.7,-0.2,2000,CHH,49,33,,,,,,,,,13.0,13.0,13.0,13.0,13.0,13.0,13.0,False,False,False,False,False,False,False
14,Michael Hawkins,27,12,36,8.8,0.28800000000000003,0.385,0.154,0.0,21.4,10.9,54.8,0.0,0.0,17.8,21.0,,-0.1,0.0,0.0,-0.063,,-3.5,-3.0,-6.5,0.0,2000,CHH,49,33,,,,,,,,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,False,False,False,False,False,False,False
15,Eldridge Recasner,32,7,28,13.1,0.5,0.5710000000000001,0.0,0.0,15.7,8.0,28.1,0.0,0.0,0.0,11.2,,0.1,0.0,0.1,0.135,,-0.7,-0.1,-0.8,0.0,2000,CHH,49,33,,,,,,,,,15.0,15.0,15.0,15.0,15.0,15.0,15.0,False,False,False,False,False,False,False
16,Derek Hood,23,2,4,-24.2,0.0,0.0,0.0,0.0,27.5,14.1,0.0,0.0,0.0,0.0,33.6,,-0.1,0.0,-0.1,-0.738,,-18.9,-10.6,-29.5,0.0,2000,CHH,49,33,,,,,,,,,16.0,16.0,16.0,16.0,16.0,16.0,16.0,False,False,False,False,False,False,False
17,Jason Miskiri,24,1,3,-12.4,0.0,1.0,0.0,0.0,0.0,0.0,44.9,0.0,0.0,0.0,14.9,,0.0,0.0,0.0,-0.205,,-17.6,-1.0,-18.6,0.0,2000,CHH,49,33,,,,,,,,,17.0,17.0,17.0,17.0,17.0,17.0,17.0,False,False,False,False,False,False,False
1,Vince Carter,23,82,3126,23.4,0.5429999999999999,0.139,0.325,5.2,12.1,8.5,20.5,1.8,2.1,8.4,30.0,,9.1,2.7,11.8,0.182,,5.6,-0.1,5.5,5.9,2000,TOR,45,37,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True
2,Antonio Davis,31,79,2479,15.1,0.52,0.0,0.521,10.3,21.5,15.7,6.7,0.8,2.8,12.1,17.8,,3.5,2.6,6.1,0.118,,-1.0,-1.0,-2.0,0.0,2000,TOR,45,37,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,True,True,True,True,True,True,True
